"method","n","rep","fp"
"pettitt",10000,5,0
"pettitt",10000,6,0
"pettitt",10000,7,0
"pettitt",10000,8,0
"pettitt",10000,9,0
"pettitt",10000,10,0
"binsegrcpp",10000,1,0
"binsegrcpp",10000,2,0
"binsegrcpp",10000,3,0
"binsegrcpp",10000,4,0
"binsegrcpp",10000,5,0
"binsegrcpp",10000,6,0
"binsegrcpp",10000,7,0
"binsegrcpp",10000,8,0
"binsegrcpp",10000,9,0
"binsegrcpp",10000,10,0
"pelt",1e+05,1,0
"pelt",1e+05,2,0
"pelt",1e+05,3,0
"pelt",1e+05,4,0
"pelt",1e+05,5,0
"pelt",1e+05,6,0
"binseg",1e+05,1,0
"binseg",1e+05,2,0
"binseg",1e+05,3,0
"binseg",1e+05,4,0
"binseg",1e+05,5,0
"binseg",1e+05,6,0
"amoc",1e+05,1,0
"amoc",1e+05,2,0
"amoc",1e+05,3,0
"amoc",1e+05,4,0
"amoc",1e+05,5,0
"amoc",1e+05,6,0
"fpop",1e+05,1,0
"fpop",1e+05,2,0
"fpop",1e+05,3,0
"fpop",1e+05,4,0
"fpop",1e+05,5,0
"fpop",1e+05,6,0
"wbs",1e+05,1,0
"wbs",1e+05,2,0
"wbs",1e+05,3,0
"wbs",1e+05,4,0
"wbs",1e+05,5,0
"wbs",1e+05,6,0
"not",1e+05,1,0
"not",1e+05,2,0
"not",1e+05,3,0
"not",1e+05,4,0
"not",1e+05,5,0
"not",1e+05,6,0
"mosum",1e+05,1,0
"mosum",1e+05,2,0
"mosum",1e+05,3,0
"mosum",1e+05,4,0
"mosum",1e+05,5,0
"mosum",1e+05,6,0
"tguh",1e+05,1,0
"tguh",1e+05,2,0
"tguh",1e+05,3,0
"tguh",1e+05,4,0
"tguh",1e+05,5,0
"tguh",1e+05,6,0
"decafs",1e+05,1,0
"decafs",1e+05,2,0
"decafs",1e+05,3,0
"decafs",1e+05,4,0
"decafs",1e+05,5,0
"decafs",1e+05,6,0
"segmented",1e+05,1,1
"segmented",1e+05,2,1
"segmented",1e+05,3,1
"segmented",1e+05,4,1
"segmented",1e+05,5,1
"segmented",1e+05,6,1
"fastcpd",1e+05,1,0
"fastcpd",1e+05,2,0
"fastcpd",1e+05,3,0
"fastcpd",1e+05,4,0
"fastcpd",1e+05,5,0
"fastcpd",1e+05,6,0
"binsegrcpp",1e+05,1,0
"binsegrcpp",1e+05,2,0
"binsegrcpp",1e+05,3,0
"binsegrcpp",1e+05,4,0
"binsegrcpp",1e+05,5,0
"binsegrcpp",1e+05,6,0
